likert,effectTime,didnotagree,rawwords,agreed,when,userid,effect,param,quiet,surveyID,sessionid,key,useragent,ind,cleanTime,irb,words,audioFile,listen
2,51.339,"louder,noisier,buzzing,far-away,fuzz,dulled,muted,none of the above","monsoon,love mood",enclosed,2016-04-08T18:25:04,F9mR6qURUUZtnyZOSrZS,compression,"-86.1043,7.2247,5.7300,0.0201,0.6894",yes,QZxbxfxfII34wV1NxCM2,vUhrFgy2wv2LBod415BU,4697585314955264,"Mozilla/5.0 (Linux; U; Android 4.4.2; en-us; HM NOTE 1LTEW Build/KVT49L) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Mobile Safari/537.36 XiaoMi/MiuiBrowser/2.0.1",0,20.715,true,monsoon,/static/audio/guitar4.wav,headphones
3,20.702,"warm,rich,clean,none of the above","good,loud,fun,lively,pleasant",full,2016-03-11T22:53:56,sZI2XyRJyeCzv60bGdmd,compression,"-82.4138,37.5864,4.0219,0.0443,0.6113",yes,XPHhk0nn2QRVjdyLjK3n,8qw4MVqAnrfQcW4Nb202,4699503957377024,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",236,24.239,true,"good,loud,fun,lively,pleasant",/static/audio/drums4.wav,headphones
3,44.979,"more-audible,not-so-muted,consistent,loud","unclear,low,volume",none of the above,2016-03-11T23:35:10,wiEhonZ4VZqY97Swexvd,compression,"-98.7289,21.5962,15.0501,0.0480,0.6649",yes,Ts6Yu3ljlAK92bakwzaO,GxcynyTl7gNoLpRcA7du,4703262456414208,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",240,64.781,true,"unclear,low,volume",/static/audio/drums4.wav,headphones
2,139.476,"competence,none of the above","warm,glossy,higher-range,higher-pitched",capacity,2016-03-12T01:46:09,NIPJXeL463d858rym0tV,compression,"-82.2968,39.8086,6.5002,0.0052,0.6943",yes,Cda7utpTOlxT6VO9d5iR,u4PQqeqoTjUx5IclBLS7,4710709661270016,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",191,100.265,true,"warm,glossy,higher-range,higher-pitched",/static/audio/vocals2.wav,headphones
3,79.909,"harsh,distorted,distorting,busy,fuzzy","quiet melody,nice voice",none of the above,2016-04-08T18:19:32,F9mR6qURUUZtnyZOSrZS,compression,"-83.5390,4.0300,4.4870,0.0024,0.0247",yes,QZxbxfxfII34wV1NxCM2,vUhrFgy2wv2LBod415BU,4711443295371264,"Mozilla/5.0 (Linux; U; Android 4.4.2; en-us; HM NOTE 1LTEW Build/KVT49L) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Mobile Safari/537.36 XiaoMi/MiuiBrowser/2.0.1",29,14.551,true,,/static/audio/vocals2.wav,headphones
0,19.72,,normal,,2016-03-11T21:01:48,EhCFovdc6ecIiCyukjMv,compression,"-35.2051,29.9929,1.3263,0.0463,0.0651",yes,SsFYDxYYVKAMg8M2tDhg,cc9rt0NXKpDJik18iAoj,4716079175696384,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",14,38.437,true,normal,/static/audio/guitar4.wav,standalone
3,14.185,"effect,it,guitar,off,than,seems,when,on,with,muffled,rather,quiet,a,bit,and","loud,revealing,abrasive",none of the above,2016-03-11T22:38:32,HwYP1DaagwymftvoLy8S,compression,"-31.1553,34.0143,3.2990,0.0457,0.3253",yes,B104KQnc6igy1buV8xtM,fd7HEd9WLuNEGBxweR9k,4721001476653056,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",75,14.681,true,"loud,revealing,abrasive",/static/audio/vocals2.wav,headphones
2,191.323,,"warm,pleasant,nice, agreeable,	friendly",,2016-03-11T21:18:54,PyTLlPKcPbTCpHjOtkw4,compression,"-94.9640,12.7208,19.2015,0.0384,0.0524",yes,FJ1lz4hryLWAflzbTnHO,ogP99kSihj5LaP3Jwnyr,4721640889909248,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",73,59.571,true,"warm,pleasant,nice,agreeable,friendly",/static/audio/vocals2.wav,headphones
2,28.396,"spacious,long,happy,pop,astronomic,clap,none of the above","boost,energy,pump,bright","warm,energetic,snappy",2016-04-08T19:08:18,hgUbiboJHZWcYeH3yHL6,compression,"-31.5000,1.9853,3.4240,0.0479,0.6168",yes,mLVubsyFiNvKjgWLKp2J,bmI8rFLApXX4IwiqRqbt,4722369692172288,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",17,44.66,true,"boost,energy,pump,bright",/static/audio/guitar4.wav,headphones
1,17.816,"distant,large-room,light,lovable,full,warm",scratchy,none of the above,2016-04-08T18:49:39,abqF4RZSNLsG5YUE8llw,compression,"-43.2089,10.9925,17.2901,0.0444,0.9375",yes,8YZR74GPNmB4erKuqvIh,QX3kKOGQB7US0SAeIwZw,4722486461595648,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2703.0 Safari/537.36",139,52.551,true,scratchy,/static/audio/guitar4.wav,headphones
1,12.645,"distort,spacious,deeper","loud,echo",none of the above,2016-03-11T21:45:51,j1xg7wdtH8VO1xPbS6m8,compression,"-84.8373,0.9453,19.7516,0.0085,0.5978",yes,vvcb0Q03xFiYNUKMoGM1,uGHTEe8StRsLNedVxI64,4725836804521984,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",95,61.874,true,"loud,echo",/static/audio/vocals2.wav,headphones
1,10.603,"church,light,gs,happy,softer,same,strong,high,none of the above","crisp,louder","female,warmer,subtle",2016-04-08T20:01:11,095qL3AtQBi84JHURSP3,compression,"-27.3875,31.3495,3.8208,0.0289,0.0888",yes,wItM9v2pireBnD2LZ1yo,RqBmfl3rozxugz5hJWoN,4731484283863040,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",132,18.033,true,"crisp,louder",/static/audio/vocals2.wav,headphones
4,22.593,,"high-ceilinged,inconsequential",,2016-03-11T21:27:48,PyTLlPKcPbTCpHjOtkw4,compression,"-95.7256,29.3982,19.0659,0.0430,0.4904",yes,FJ1lz4hryLWAflzbTnHO,ogP99kSihj5LaP3Jwnyr,4732109067386880,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",165,159.562,true,"high-ceilinged,inconsequential",/static/audio/vocals2.wav,headphones
1,46.825,"louder,clearer,empty,same,big-church,none of the above","feel,good",sharper,2016-04-09T03:48:13,kDzsjpDAVkgDBJxwLUqC,compression,"-29.6193,38.7570,10.7091,0.0412,0.7780",yes,pgguBtieBIMQmb8bQgVJ,UlLyXoo8rqY83OduFC9I,4732855049519104,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",96,14.307,true,"feel,good",/static/audio/guitar4.wav,headphones
1,21.821,"soft,warm,none of the above","big,echo",clear,2016-04-08T19:26:29,ITk4Q3BVks5GsIOls1MV,compression,"-42.2866,27.4489,19.5432,0.0397,0.0641",yes,LKIBWBr8XeVz5qJkDypt,aRquMGI0rFjzaLA0Y94L,4734075625537536,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",127,34.917,true,"big,echo",/static/audio/guitar4.wav,headphones
0,20.393,"light,sharp,crisper,intense,pausing,clearer,louder,clarity,none of the above",echo,subtle,2016-04-08T18:33:58,YBnAYlmzDj4dqyxWH8Qo,compression,"-98.6727,38.8430,1.5637,0.0408,0.1571",yes,Bw9861OiicSeU1hW5QFk,C2JQ79DhyYmkHdkub8bI,4737305172508672,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",4,13.452,true,echo,/static/audio/drums4.wav,headphones
2,3.459,"dulled,loud,shrinking,none of the above",music,"same,warm",2016-04-08T18:59:51,U0Yf1VZPvQB5anBqPDhj,compression,"-28.4628,35.4144,5.9519,0.0448,0.5487",yes,dY5cvQqcZTMRyUUH9lSB,OMm7qi8ItV6VFIetnXbb,4738186177675264,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",160,39.763,true,music,/static/audio/drums4.wav,headphones
1,13.802,cool,"rich,full,warm",none of the above,2016-03-11T22:38:02,J6y79c9QC0Ivrv4E1XT9,compression,"-51.6305,37.6135,19.1306,0.0051,0.4312",yes,I1fIgTYVgsY6KqYxPiQm,yZtkFA1ZhJpRlTkGt9Tl,4739945369436160,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",149,73.538,true,"rich,full,warm",/static/audio/guitar4.wav,headphones
0,65.977,"soothing,clear,none of the above","warmer,springier",no-effect,2016-04-08T20:05:28,nXqTXezfDRoEmNHiFATC,compression,"-61.3360,19.5560,1.3405,0.0095,0.9382",yes,Y7jusudOLfBQvX3MfL7u,oQoIulnrdDSl05egkDaL,4740689069867008,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",241,98.275,true,"warmer,springier",/static/audio/guitar4.wav,headphones
0,62.21,loud,indiscernible,none of the above,2016-03-12T00:15:46,tR1yevfxqYdxJPfZrNqR,compression,"-40.4121,39.5376,18.3259,0.0355,0.7814",yes,yQ9UlUNP8eqX4NzhKRSJ,x3GbSDRJ85qjlRiefOwg,4744038607486976,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",86,93.274,true,indiscernible,/static/audio/guitar4.wav,headphones
2,14.419,"same,no-change,none of the above","clear,louder",loud,2016-04-08T18:03:40,ae8yCyouuNRTVQjgPIao,compression,"-27.8304,1.0343,3.2337,0.0134,0.5340",yes,vhm9Jcri6hhny2xR3AoQ,wrOIqwwEKXSPEIMgjjUy,4745287637663744,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",101,14.919,true,"clear,louder",/static/audio/vocals2.wav,headphones
2,13.926,"dull,deeper,energetic,none of the above","love ,quality",warmer,2016-04-08T18:21:26,F9mR6qURUUZtnyZOSrZS,compression,"-87.3122,30.8382,2.1216,0.0496,0.4542",yes,QZxbxfxfII34wV1NxCM2,vUhrFgy2wv2LBod415BU,4745665057914880,"Mozilla/5.0 (Linux; U; Android 4.4.2; en-us; HM NOTE 1LTEW Build/KVT49L) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Mobile Safari/537.36 XiaoMi/MiuiBrowser/2.0.1",120,76.223,true,"love,quality",/static/audio/guitar4.wav,headphones
1,7.511,"muted,tin-danish,low,closer,obstructed,distant,flat,none of the above","warm,smooth",soft,2016-04-09T05:15:07,Nq39DtJntDowFLCCGTEu,compression,"-82.2629,35.6371,9.1502,0.0481,0.8298",yes,U4tNhlllDhgqJ3akUgBM,ZWEcM1gN5TntptLLlZPj,4749204647837696,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",194,23.925,true,"warm,smooth",/static/audio/guitar4.wav,headphones
1,37.456,"sharp,room,minimal,small-room,living,clearer,close,louder","echo,slight-return",none of the above,2016-04-08T20:08:16,nXqTXezfDRoEmNHiFATC,compression,"-31.8624,25.5729,5.6147,0.0025,0.2396",yes,Y7jusudOLfBQvX3MfL7u,oQoIulnrdDSl05egkDaL,4752502108979200,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",255,26.733,true,"echo,slight-return",/static/audio/drums4.wav,headphones
2,27.114,"warm,weaker,smaller,toned-down,feckless,spacious,quiet,lower,vague,meek","clean,bright",none of the above,2016-04-08T19:11:04,uOSIZxowuveea0SVipQP,compression,"-86.1548,7.4311,9.4183,0.0442,0.9758",yes,dh8zVePn0tMJYvM2Ap9z,bwe8fqNKQpQa4yC2EptK,4754557519265792,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",170,14.898,true,"clean,bright",/static/audio/guitar4.wav,headphones
3,15.499,"happy,eccentric,none of the above","choppy,distorted,awful","energetic,electric",2016-04-08T19:24:09,3zn1NjU5pxa2hhXHfoga,compression,"-90.3333,6.6756,17.6719,0.0084,0.1833",yes,CQl45fNydccRwHIWbhEo,McDKvJF7wJz0fi2Xo9OZ,4757474338930688,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",145,21.993,true,"choppy,distorted,awful",/static/audio/drums4.wav,headphones
1,36.654,"background,fade,none of the above",softer,muffled,2016-03-11T22:44:37,MWWwhHnamVXjVbFDbL8V,compression,"-96.3171,9.1841,2.4863,0.0480,0.6640",yes,6zJ6cKe7Y07cpUjA78s4,uZrL1ijVyDunHFIeDYSw,4757633789591552,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",69,25.898,true,softer,/static/audio/drums4.wav,headphones
0,59.391,"rhythmic,energetic,hard,violent","nothing,blank,unchanging",none of the above,2016-03-11T22:56:32,qdYqjo25fM3Hk2PASSWG,compression,"-39.1716,38.9183,16.6215,0.0102,0.9515",yes,mY9YcP7FNw0O2Oo8ZLru,57yBaF626Cl5ophyeVyH,4758962813534208,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",33,94.101,true,"nothing,blank,unchanging",/static/audio/drums4.wav,headphones
