likert,effectTime,didnotagree,language,rawwords,agreed,when,userid,effect,param,quiet,surveyID,sessionid,key,useragent,ind,cleanTime,irb,words,audioFile,listen
3,11.786,"echo,regnant,spacious,bad,distant,soft,sepulchral,big-church,echoes,electric,cavernous,none of the above",English,warm,quiet,2014-03-18T02:51:25,6lRhkQ7JIWEkrTZUV5a5,reverb,"0.0559,0.9400,-0.0092,3078.0000,19.6290",yes,NSim3GMuEZRaLAnuoNaR,F6UvBB59YVo81f8kRQDm,5882166017785856,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",83,12.773,true,warm,/static/audio/guitar.mp3,headphones
4,25.384,"echos,intense,deeper,none of the above",English,"depth,sharp",big,2014-03-18T00:07:47,t8hXnuRDBGJaa3w2IK4f,reverb,"0.0549,0.9300,-0.0092,3462.0000,1.2769",yes,eWsxOnyqvbPw6ENkReUz,U6DuhoGtRgPGgh0SMoZT,5882428010790912,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",226,22.171,true,"depth,sharp",/static/audio/drums.mp3,headphones
3,26.793,"on-beat,melancholic,distance,hall,distressed,big-hall,warm,deep,tinny,grainy,sharper,tint,distant,a-nice,none of the above",English,botnia,slow,2014-05-13T10:51:57,j3ybylQOq9k7lxJCfU67,reverb,"0.0140,0.9200,-0.0043,22050.0000,16.1990",yes,Q7A7ACiFa497QjOGnWq4,4inQyjAHR4QTMqfTYey6,5883090241060864,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",148,35.869,true,bosnia,/static/audio/guitar.mp3,standalone
4,7.672,"intense,strange,church-hall,dramatic,hauntingly-beautiful,depressed,spacious,powerful,brassy,messy,over-modifying,sad,none of the above",English,"cool,romantic,full-feeling","peaceful,strong,echo",2014-03-18T09:29:40,G20Q33I6O8OiXBQpzPvr,reverb,"0.0438,0.9500,-0.0096,1074.0000,37.5430",yes,BkJrHnnt1X7kVRalZkih,WRZCINYrCCWUUFxCavRx,5883244054577152,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",52,53.035,true,"cool,romantic,full-feeling",/static/audio/piano.mp3,standalone
3,73.351,"treble,tinny,joyful,explosive,anticipation,doom,near-death,slow-warm,chamber,drum,retain,cymbals,scathing,none of the above",English,"static,distorted,muddled,frayed","distorted,quality-loss",2014-03-21T17:06:17,Ww4Jn8R74PNxoyh0FoI0,reverb,"0.0819,0.9000,-0.0112,22050.0000,3.7288",yes,C0OZCozmdsQWt0FqY97N,QnZhzBPcY75ZPVqVORla,5883755155685376,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",220,14.589,true,"static,distorted,muddled,frayed",/static/audio/guitar.mp3,standalone
2,13.696,"thriller,big-church,bells,ringing,long-stadium,echoing,lingering,smoother,unwelcoming,race-car,scarping,static,easier,none of the above",English,spacious,"bell-like,cold",2014-03-23T14:44:28,Qk7datFd7FbdaPxaC7ao,reverb,"0.0350,0.9600,-0.0030,22050.0000,3.9800",yes,hWfB5F5sAnEoWzIikqew,iG5L4giWhNVKYSjiBCxy,5883779851747328,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",89,15.609,true,spacious,/static/audio/drums.mp3,headphones
4,14.267,"spooky,loud,jangle,scary,conflicting,distant,dark,slow,sad,shimmery,angelic,wide,football-game,washy,none of the above",English,spacious,powerful,2014-05-13T13:37:30,N9ckZeU3tl5VjfDc9WlC,reverb,"0.0848,0.9100,-0.0100,2916.0000,32.4990",yes,7tjyOxyJOJdKtWsnA3Uf,xxfhVRwmcGXaTEphxgUA,5883932591521792,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",113,30.08,true,spacious,/static/audio/drums.mp3,standalone
3,71.742,"openness,ancient,louder,shift,strong,alarm,interesting,gospel-music,watery,noisy,none of the above",English,"red-rocks,austin,cave,large-space","echoing,enjoyable,chiming,vibrant,calm",2014-03-19T00:13:16,PqKoPwiKiuafQliVBKXL,reverb,"0.0388,0.8000,-0.0061,22050.0000,26.4090",yes,wb8o5QxXHFWHyk2W25Cx,aNM4R0PTgXf8YIOfICAG,5884532544765952,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",55,12.762,true,"red-rocks,austin,cave,large-space",/static/audio/guitar.mp3,standalone
1,14.235,"under-water,full,echo,warm,low,far,haunting,bass,peace,none of the above",English,"distant,muffled,reverberated,smothered","organ,dulling,flat,funeral,distort,flattening",2014-05-13T08:59:11,xoG2GxFDtLcDoj7Iy4nJ,reverb,"0.0920,0.9000,-0.0105,180.0000,8.4677",yes,TA8Fcz2FUX4Dz4JN9paq,4hwDbCy8ohyZmLejwsZr,5884603680161792,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",29,18.462,true,"distant,muffled,reverberated,smothered",/static/audio/piano.mp3,headphones
4,69.752,"hollow,chiming,fantastic,organ,softer,cool,empty,smoother,deep,under-water,lowered,ethereal,tunnel,in-a-tube,none of the above",English,"quiet,distant,ambient",haunting,2014-03-24T18:54:20,jc0hZjyrMXiEZMcGO4HU,reverb,"0.0580,0.9400,-0.0108,877.0000,32.5910",yes,XhlvC38uv9GDmuxdxYGk,iiTX1rW9BfhNvkocRu6G,5885283090300928,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",197,13.183,true,"quiet,distant,ambient",/static/audio/guitar.mp3,headphones
1,16.038,"long-lasting,obnoxious,dramatic,beautiful,disappointing,distorted,forceful,haunting,grim,big-sound,deep,broad,relaxing,luscious,none of the above",English,bell,high-spirited,2014-05-13T07:33:19,eQCyefjeOCJlXc8kijEC,reverb,"0.0630,0.9300,-0.0115,1210.0000,31.8690",yes,RjULIeQnKSlsUvsAnuR8,Uc2pt7qln4iv9kx4Lnfg,5885798486376448,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",202,21.907,true,bell,/static/audio/drums.mp3,standalone
3,22.675,"rushing,calm,full,tidal-wave,warning-like,cascading,cool,hollow,rapid,depressing,harsh,none of the above",English,"loud,shitty,bad,hurts,mettalic","huge,haunting,depressed,loud",2014-05-13T23:29:11,iCLt8QWJEHKNR0aqhBPu,reverb,"0.0778,0.9000,-0.0092,22050.0000,15.5650",yes,KXvbvcbPhzRThmemooFe,1FmkQ80JlwzPNMEyRE2H,5885892170350592,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",169,30.347,true,"loud,shitty,bad,hurts,metallic",/static/audio/piano.mp3,headphones
3,53.364,"static,concert-hall,royal,church,bells,muffled,feed-back,distorted,big,novgorod,quirky,far-away,none of the above",English,lovable,"hall,echo,concert",2014-03-18T17:55:28,jaaVYbvNfcupqc6SoUTk,reverb,"0.0249,0.9700,-0.0081,22050.0000,4.7131",yes,zFaGMi9kmo545fjIw8I5,IySLexk1S40FiPR7VYoV,5886018603450368,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",32,13.789,true,lovable,/static/audio/guitar.mp3,headphones
2,8.228,"loud,sad,deep,depth-reducing,strong,suspenseful,muffle,big,tinny,silent,surround,open,warm,bass,none of the above",English,"mild,calm",pleasant,2014-03-21T09:39:07,q9oaWzuN6xzOLUZ4jSAq,reverb,"0.0140,0.6900,0.0012,22050.0000,12.8170",yes,CXwhnuB1q0qQcfXCrOz9,Gn5f7NQHEaFGn4mAfca1,5886374011994112,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",158,26.683,true,"mild,calm",/static/audio/drums.mp3,standalone
2,16.25,"clear,distant,metallic,hall-way,tin,echo,slow,buzzy,none of the above",English,hurting,sharp,2014-03-18T08:59:44,zZ5DFcqBkCjhEm4rdJn0,reverb,"0.0388,0.8800,-0.0105,17976.0000,23.5210",yes,YACTPQOBxusW5GqQ9EBM,D0z5FSoHue2glCxsQdFZ,5887049395601408,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",45,16.728,true,hurting,/static/audio/piano.mp3,laptop/tablet/cellphone
1,13.812,"chiming,heavy-toned,middling,formal,overlapping,colliding,airy,dark,deep,hollow,open,openness,none of the above",English,exciting,"big,grand,jazz",2014-05-13T13:06:18,aNpmnWWkGsdVT6ZfMX5j,reverb,"0.0388,0.8000,-0.0061,22050.0000,26.4090",yes,EiGfiLVKeNyQkRQ5fr3o,awAPnepWjhPZJMK2EoEu,5887232200146944,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",55,15.62,true,exciting,/static/audio/drums.mp3,headphones
2,148.703,"far,noisy,racket,terrible,none of the above",English,"surrounding,thinner,dampening,echoing","chambers,distant",2014-03-18T00:09:11,jBsHMK14tFs2MWaLgA6A,reverb,"0.0509,0.8400,-0.0063,22050.0000,0.9464",yes,r2Is38k8ama5b55oLERi,YK5BgzHixLKQ4WwGwOpZ,5887431647690752,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",23,17.676,true,"surrounding,thinner,dampening,echoing",/static/audio/guitar.mp3,headphones
3,37.962,"luke-warm,clang,detailed,practice-room,healthy,soothing,mild,twangy,warm,clancy,proud,far-away,shallow,bassy,none of the above",English,"calm,lovely,happy",clearer,2014-03-19T17:43:18,NCn8bc4iRPprmj13mnte,reverb,"0.0109,0.1400,0.0013,22050.0000,8.8585",yes,1Qe97iin1ygj5Aoz22hg,4QIvcFyOR3ZYM8wxXMUK,5887977108537344,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",3,20.769,true,"calm,lovely,happy",/static/audio/piano.mp3,headphones
2,29.856,"sparkling,nice,effective,fresh,silky,deep-intense,wide,generic,slow-hollow,bells,distant,clean,electric,uplifting,none of the above",English,sad-music,deep,2014-05-13T10:30:51,QTsHakLYzNh3AmnRxF4I,reverb,"0.0188,0.8300,-0.0088,61.0000,205.9000",no,ZRMMn7uUXa8cvX6fJtyF,uuzgK5ue7gqG0d74qbzY,5888089046122496,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",12,25.342,true,sad-music,/static/audio/piano.mp3,headphones
4,61.093,"nice,nil,similar,plain,wide,happy,cool,inspiring,melody-love,low,echo-like,slight,deep-intense,none of the above",English,"effective,loud,electric","better,big",2014-03-23T05:00:07,lIgCvvwlR2GwubBuRGZS,reverb,"0.0188,0.8300,-0.0088,61.0000,205.9000",yes,cMD38lutH8FdQ63AWOpJ,wvClz3sYCJwWjiL1Wchs,5888375466754048,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",12,51.597,true,"effective,loud,electric",/static/audio/drums.mp3,headphones
3,30.089,"church-practice,distant,sweet,small-church,pleasing,medium,no-people,melodic,relaxing,warm,echo,none of the above",English,lively,"background,warm-up",2014-03-18T04:24:35,wiZ7BmNBsCRjUbUx9X8K,reverb,"0.0310,0.6900,-0.0100,16286.0000,33.4670",no,dH6bhZ5ijcVAedmn9P6N,39aZ427lCCtlt71W7YGB,5888617058664448,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",153,18.628,true,lively,/static/audio/drums.mp3,headphones
2,24.073,"organ,far,marching,military,softened,keyboard-like,echoing,bass,muddy,song,closed-off,cold,none of the above",English,sqeezed,"approaching,compressed,tension",2014-03-24T15:19:21,n076669HVKUzR58gGbAh,reverb,"0.0150,0.8400,-0.0071,456.0000,82.7030",yes,Af7rKHulMvbYFO0SHrSP,gorRcNxRRXfj7cR7nTLZ,5888993942044672,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.76 Safari/537.36",86,13.963,true,squeezed,/static/audio/guitar.mp3,standalone
3,68.143,"beautiful,powerful,loud,spacious,huge,harsh,church,hallucinogenic,melancholy,melody,voluminous,electronic,booming,none of the above",English,"unappealing,underwater","low-quality,crappy",2014-03-22T12:29:11,gqdFC5scdTemg29RCyYq,reverb,"0.0279,0.9700,-0.0030,22050.0000,2.8097",yes,o9iHFdrVtCM6rOFmmTMg,yRCHWh627bybKIMHagrM,5889368677941248,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",77,19.371,true,"unappealing,underwater",/static/audio/piano.mp3,headphones
2,42.888,close,English,"metallic,hallway",none of the above,2014-03-17T22:35:08,qu8G0nasNyebU2PdR5G5,reverb,"0.0159,0.8000,-0.0085,7949.0000,1.4358",yes,H7SpYYO2dpScb595KIjC,TqxjjCWLSgCSq9Yoasw4,5889493231992832,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",118,27.015,true,"metallic,hallway",/static/audio/piano.mp3,headphones
2,44.822,"high-boost,low,master-piece,royal,calming,drums,bass,distant,faded,flattening,none of the above",English,"tinney,chamber,twangy,open,raw","churchly,echo,there-like,harpsichords,clear",2014-05-13T12:31:11,LnrVqNEQgzFHE6V6fzJ0,reverb,"0.0129,0.8900,-0.0050,22050.0000,16.8390",yes,GsL3dTeyv32FChMU3BjU,RJG3OaQKCXnkRgMqPnjN,5889912259739648,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",210,19.862,true,"kinney,chamber,twangy,open,raw",/static/audio/piano.mp3,headphones
3,21.656,"awesome,nice-beats,unpleasant,soothing,jazz-band,screechy,deep,warm,calm,none of the above",English,orchestal,"echos,space,church-like,echo,ringing,full",2014-03-18T23:17:28,Rwykd5zHFCwBUjAr3eoy,reverb,"0.0159,0.9600,-0.0071,22050.0000,8.7133",yes,1eWBhUSBzqhCeIotwYGl,a9MIys4XQlQCPKqG7IIp,5890863326560256,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",237,18.416,true,orchestral,/static/audio/guitar.mp3,headphones
2,29.616,"angelic,church,beautiful,high-pitch,spacey,bold,soothing,dulcet,watery,crisp,marriage-reception,hall,none of the above",English,"thundering,deepening,muffled","muffled,underwater,subdued",2014-05-13T09:27:17,mXAM7K2Jb1bM4gTI5x0h,reverb,"0.0819,0.9100,-0.0108,558.0000,73.1320",yes,AC2GzZt91PUIn2yolpHX,FSOTte4WbGUiLUNxSmo8,5890952447131648,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",119,16.884,true,"thundering,deepening,muffled",/static/audio/drums.mp3,standalone
1,71.194,"lively,close-encounter,alive,studio,soft,personal,clear,roomy,none of the above",English,"collegiate,skeleton,deboned,empty,metallic","muted,electric",2014-03-18T01:34:12,5tCrcAktsvuyqkulyyeJ,reverb,"0.0340,0.6100,0.0014,2479.0000,8.5641",yes,PiYmwudIcT0CLJ4lS0cb,vPz1CFYOdQHZyQPTurO9,5891348657864704,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",151,27.524,true,"collegiate,skeleton,droned,empty,metallic",/static/audio/drums.mp3,headphones
4,50.424,"hallway,muffled,masterpiece,soft,maestro,deep,echo,dulled,muted,sown,high-quality,pushy,very-low,enhanced,happy",English,organ,none of the above,2014-03-22T17:47:29,1AyHmsLLfssH3ryPityb,reverb,"0.0279,0.8500,-0.0018,590.0000,101.0100",yes,VKz8NUF2kiJG2bm0V4dy,bqduXAwencu69y7riECl,5891527972749312,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",22,16.264,true,organ,/static/audio/piano.mp3,headphones
4,30.062,"spacious,majestic,bright,passionate,far,intimate,echo,distant,refined,cavernous,lovely,softly-lapping,none of the above",English,"church,medieval,scary,echo,ringing","echoing,heavy,close",2014-03-25T05:18:42,O5HvrPUujFOJZkVQ2sck,reverb,"0.0857,0.9100,-0.0112,22050.0000,13.8160",yes,ih4YueRSb8LKFiJ8W9Lw,NmTBGKleUkWnMzBHj9a6,5891648231833600,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",15,62.23,true,"church,medieval,scary,echo,ringing",/static/audio/piano.mp3,headphones
2,24.05,"strong,dreary,soft,good,big-boom,indie,rounds,rumbling,clean,low,bolder,soothing,louder,romantic,none of the above",English,"bass,melancholy,echoey",vibrating,2014-05-13T15:15:22,8dcIUOfZ7rEW7QDbwCzL,reverb,"0.0879,0.9000,-0.0112,95.0000,147.0100",yes,O4vfRKz8600TJZSZ6hlZ,yzMFmPRzFXgATk3lgJQZ,5891767685611520,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",122,79.218,true,"bass,melancholy,echoes",/static/audio/guitar.mp3,headphones
4,43.331,,English,"echo,spacious,large,loud",,2014-03-15T00:43:15,9VSDSQoQsyCDuIJMI6V0,reverb,"0.0810,0.9100,-0.0113,10800.0000,0.7438",yes,4C93XgvNv6V30Sy7gj2G,W0z6dAbRFhavrjfNkwtv,5891769564659712,"Mozilla/5.0 (X11; CrOS x86_64 5116.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.149 Safari/537.36",17,21.055,true,"echo,spacious,large,loud",/static/audio/piano.mp3,headphones
2,46.209,"lovely,ballistic,subterranean,divisive,bass-heavy,under-water,over-bass,pulse-echo,conflicting,low,big,hushed,cool,none of the above",English,"relaxing,bass","dampening,alternating",2014-03-18T15:03:49,29hpK8ETsiHPpmawlfM0,reverb,"0.0290,0.9600,-0.0021,113.0000,99.5870",yes,MgAeThCwrQWu4RfBfLQu,dafaUS0R5LydNVH93YoD,5892203356356608,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",141,17.667,true,"relaxing,bass",/static/audio/piano.mp3,standalone
3,10.205,"overwhelming,loud,nice,mails,gloomy,pleasant,fuzzy,hope,scary,hear-more,remote,degraded,deep,warm,none of the above",English,sadromantic,echoed,2014-03-23T15:18:18,KAt8Dox7CzTbKFpg8soM,reverb,"0.0449,0.9500,-0.0076,7051.0000,0.7807",yes,Nx8jWmYaXdxITCRP0U0w,7vCO3Bfy7Vwj4fFPIfZj,5892910952218624,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",193,25.972,true,,/static/audio/piano.mp3,other
4,17.466,,English,"dominant,war-like,large,foreboding",,2014-03-15T00:53:08,akFSzQvD960J2G6uzhZm,reverb,"0.0857,0.9100,-0.0108,2459.0000,1.3882",yes,J9mKTYxwb6ovKZjENjHF,UdlK48iDXACh7oQuF8tQ,5893599220727808,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",43,19.785,true,"dominant,war-like,large,foreboding",/static/audio/drums.mp3,headphones
2,15.568,"distant,static,smooth,muddies,it,pleasing,church-like,professional,an,warm,hollowed,sound,deep,none of the above",English,"happy,cloud","really,quality",2014-03-23T02:05:11,571Z4wM9D25ybfFhEEth,reverb,"0.0419,0.9400,-0.0053,168.0000,96.2200",yes,fV3lvWPA25aZeiUZmcy3,oCPl1Mps2JknxzvV0SPI,5894079183323136,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1862.2 Safari/537.36",111,14.829,true,"happy,cloud",/static/audio/drums.mp3,headphones
4,21.713,"pop,electric,jazzy,none of the above",English,vibrate,"church-hall,echo",2014-03-18T01:37:04,D9bFC7Qaev0aYKtgfVgO,reverb,"0.0438,0.9500,-0.0065,22050.0000,4.5977",yes,vFh0QTy3cjQ7coZRvEPp,vm7oHxemCIX8aeVvPueg,5894453919219712,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",73,53.499,true,vibrate,/static/audio/piano.mp3,headphones
3,30.515,"deep,under-water,annoying,dampening,bad,soft,ballistic,church-like,muffled,hushed,echo,cyclonic,pulse-echo,best-drums,none of the above",English,warm,melodious,2014-05-13T09:30:18,kDVnDVfPp0hKMbEf3uoc,reverb,"0.0290,0.9600,-0.0021,113.0000,99.5870",yes,1A3okTO96QzwQ95abLLn,A2xbjWHMdXiwuC204q7r,5894688263372800,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",141,14.254,true,warm,/static/audio/guitar.mp3,headphones
2,63.125,"broad,vast,delayed,mellow,revisited-pastiche,wide,overwhelming,muffled,ambient,echoes,expansive,indistinct,low,none of the above",English,"big-hall,annoy","subdued,church-organs",2014-03-19T17:28:34,NCn8bc4iRPprmj13mnte,reverb,"0.0769,0.9200,-0.0088,771.0000,6.6107",yes,kTeYCWlhZ8XnOpRFC6Vb,cOSeLPi2o1RglTvvSGHH,5895012264968192,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",238,11.366,true,"big-hall,annoy",/static/audio/guitar.mp3,headphones
1,50.527,"big,rich,slummy,spacious,feedback,wave-like,rock,richer,good,bone-rattling,irritating,none of the above",English,"echo,strong-bass,close","bass,bold,intense,pulsing",2014-03-24T18:46:52,hbrEgb7Zsjg8EmTxAYY8,reverb,"0.0200,0.9600,0.0107,58.0000,84.9640",yes,tQES42RLJTo5NEHK7Erg,yQMk2CsaIH2dWGQowYco,5895084205670400,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",179,16.261,true,"echo,strong-bass,close",/static/audio/drums.mp3,headphones
3,62.3,"rolling,auditorium,spacious,goodbye,ringing,sloppy,fast,high-ceiling,deeper,angelic,buzzy,the-end,none of the above",English,"echo,underwater,distant","irritating,unclear,messy",2014-03-22T12:53:26,gqdFC5scdTemg29RCyYq,reverb,"0.0188,0.9800,0.0063,22050.0000,8.8168",yes,KZiPZzKvQT3m7HnmLKnC,OEid63of9p0ZIm8WVOti,5895381632155648,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",37,17.167,true,"echo,underwater,distant",/static/audio/drums.mp3,headphones
3,48.239,"light,old,blanketed,muffled,irritating,dry,ringing,extended,dull,mishmash,hard,vibration,none of the above",English,"distant,plesant,fun,good","distant,spacious,antique",2014-03-18T23:29:35,u7fUL0UQIw2GoEUjkE4Z,reverb,"0.0230,0.9400,0.0087,1014.0000,44.8230",yes,cKWPhBjNXbAl54RSF1Bb,vzKDPTfIGW9moWPxGVJb,5895682279866368,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",204,14.898,true,"distant,pleasant,fun,good",/static/audio/drums.mp3,headphones
3,26.958,"spacious,better-tuned,yummy,in-a-hole,muffled,mulled,richer,lower-sounding,darker,clearer,sad,louder,warm,military,none of the above",English,"flat,church",drums,2014-05-14T00:59:11,nkTQB69Yp9pv0l1U3Rn9,reverb,"0.0219,0.8200,-0.0060,294.0000,85.5080",yes,YWNWhJVuBfByei8qaWOz,U3KTM1GO3T4ZQSa7DQPz,5895737577570304,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",81,29.404,true,"flat,church",/static/audio/drums.mp3,laptop/tablet/cellphone
4,27.05,"echos,deeper,big,sharp,depth,musical,none of the above",English,serine,"soothing,intense,relaxing",2014-03-18T04:09:48,AxwLhvcJs7SiesH4YhYm,reverb,"0.0549,0.9300,-0.0092,3462.0000,1.2769",yes,mn54SwK0ddqCgIgb8z3n,mMSyUBC5NliWVcgqiDOv,5895866963460096,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",226,16.323,true,serene,/static/audio/piano.mp3,headphones
4,14.919,"blissful,heavenly,sad,hypnotic,nice,muffled,holy,surreal,slow,dream-like,spacey,devil-music,dream,none of the above",English,"drum-sticks,loud","operatic,big",2014-03-23T08:43:12,G20Q33I6O8OiXBQpzPvr,reverb,"0.0168,0.9800,-0.0085,201.0000,3.4334",yes,ZHaFUjcE3pKruKYvmd9v,91JpPlA01Y9V0fcR5RlD,5896527314681856,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",62,16.226,true,"drum-sticks,loud",/static/audio/drums.mp3,standalone
3,42.714,"clear,metallic,warm,higher-pitch,wind-chimes,louder,muted,concise,none of the above",English,spacious,"soft,joyful",2014-03-18T11:35:26,CEGEFsFDqyht7NukRLMS,reverb,"0.0230,0.1200,0.0035,21191.0000,193.7000",no,V9HqLhz7bT9uBgBnzhpK,KCC5qeevrxwgCwmMNk4R,5896773201559552,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",42,16.469,true,spacious,/static/audio/piano.mp3,standalone
1,41.394,"horn-like,room-filling,dramatic,treble,behind-door,big,rap,weird,pleasant,muffled,base,longer,terrible,none of the above",English,"stage,performing-hall,open","spacious,open",2014-03-24T19:54:56,EtIZL3MbdoDr6ediEqJF,reverb,"0.0238,0.8100,-0.0081,1414.0000,3.2674",yes,WGyBHuiNF0skeNBblW4c,3SFxbQM5jdQ458Imf3CO,5897661186048000,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",168,40.527,true,"stage,performing-hall,open",/static/audio/piano.mp3,headphones
